username,email,password,longitude,latitude
jberzenix,ldemogeotix@cornell.edu,ypbM4VHqS,109.05552,34.05786
afratsoniy,jdungateiy@issuu.com,LpI4d6KZU3,110.30904,28.9218
gprudhamiz,aleggoniz@ifeng.com,Nm6kg4K,51.3452,53.37596
slosemannj0,fdeangeloj0@psu.edu,zVZNdIn,103.65309,16.0567
sumneyj1,kspencerj1@state.tx.us,awJ0oaK89BMK,107.50962,-7.38374
aforsdykej2,lbreacherj2@php.net,xubemu5JuLy,-76.66333,-11.90083
hfeethamj3,cgellingj3@stanford.edu,3BNnMrBTYy0N,139.39004,36.13497
icutforthj4,idelahuntyj4@cdbaby.com,0IilRd1,119.79502,26.38357
ekesterj5,ebowditchj5@mapy.cz,lAn0iP3,140.35,36.76667
ocarlanj6,emcpheatj6@psu.edu,IV486tY,-123.2376,49.45218
lbarrarj7,nsumshonj7@gmpg.org,nCSlHCENeqK,123.0464,-10.7432
ndunwoodyj8,wphinnisj8@twitter.com,7mz9An8U,-79.00098,-1.59263
bmacmickanj9,lgobelj9@mail.ru,44O3C6KFF5h3,-8.7226,42.2328
cockleshawja,smollenja@nsw.gov.au,6SLNqPy6zJ,-54.10694,-31.33139
auebeljb,cburchfieldjb@bigcartel.com,sD5BnNxkb6yB,38.71667,7.93333
vsadlerjc,mperrigojc@princeton.edu,rqz8dMtVfl,103.87392,14.76736
dinglesantjd,hdagostinojd@mapy.cz,Ly123qlD,-100.05586,49.23062
ckoeppkeje,lheadfordje@cargocollective.com,fwFJ91o8,120.5221,18.0616
gfidianjf,gkubackijf@purevolume.com,Ce8oj7,130.4,31.61667
igoulyjg,nwinnettjg@vistaprint.com,GaLkNZ6dsK2,21.10474,52.32065
jbrauningerjh,lquerreejh@thetimes.co.uk,RSL37H6X,-87.46667,15.06667
grisomji,tsadatji@stumbleupon.com,BB8TIVd,-1.15,46.1667
cbushenjj,swarderjj@flavors.me,aXNCVY3,,
amorelandjk,gramlotjk@ed.gov,X26FO8PZi,105.6969,-5.7706
mcrumlyjl,hbaxstairjl@scribd.com,k4iFgJvdEjcq,17.52809,50.31061
dspraberryjm,estiggerjm@ask.com,Yyfhv3N,119.56556,27.23361
cwaddicorjn,dyujn@princeton.edu,OQ63ok,105.38454,30.87123
ogotecliffejo,vmcilvorayjo@twitpic.com,x0dQNjZd23bH,41.28682,52.7686
elightbownejp,chambersjp@answers.com,pWasCPEUKG,120.47091,37.40579
cmoremanjq,omunningjq@dailymotion.com,AziylXwet,120.71177,30.77959
griddichjr,bfitzerjr@slate.com,L1UyXWGr0pPH,73.21449,34.14685
tthompkinsjs,blambshinejs@sun.com,BcjfeT,3.81867,12.55208
ctrudejt,kmathivetjt@google.de,fkcbXAQcEk,45.74322,43.08869
iilyuchyovju,ygearju@va.gov,yZ69lne4LvO,113.2393,-8.1858
nclaussenjv,slamasjv@soup.io,0jgvZ9fuBbI,120.56465,28.25226
rdowtyjw,acahanjw@redcross.org,VL6vy4L5,107.2709,-7.2634
chuguenetjx,gscammondenjx@earthlink.net,gZVrZZ23,91.83393,29.11381
ddonhardtjy,rlittlecotejy@narod.ru,UDjKU0TZE050,102.73097,16.05997
bpowderjz,rboothjarvisjz@phpbb.com,fheLAMcBD,112.07596,33.15883
jhavvockk0,lstanworthk0@biglobe.ne.jp,oildJa8,-60.7653,-31.66274
nmonteathk1,ldytonk1@intel.com,AmE5bsrtoA,109.29056,26.77111
thawlerk2,awillcockk2@paypal.com,YNW6UVijx,121.9042,-8.5513
lderhamk3,twolfersk3@mayoclinic.com,cfjc5lI,40.874,54.3204
bmushetk4,lnuccik4@sfgate.com,gyGSoAyb,116.1158,5.9765
jpetok5,apeplawk5@mozilla.com,IIebQFJQKowG,30.17528,59.83889
aculshewk6,khryskiewiczk6@bravesites.com,VJrqAJBRP,108.3031,-7.0218
aslingerk7,gsiggeryk7@cbsnews.com,aE8r4Plp,-51.16056,-29.59111
fgregoirek8,jforlongk8@npr.org,qiOIgnrXn,116.08167,34.79528
dglandfieldk9,ajessenk9@washingtonpost.com,gsqcZ9mUVNHi,127.35611,42.22583
dviccaryka,jroozeka@indiegogo.com,Z39bhP,-14.96667,13.55
dgarvaghkb,jislepkb@unesco.org,o7J10n,18.60432,52.09949
dhordellkc,hclaeskenskc@walmart.com,evnMIezS,2.5256,48.9836
blipyeatkd,jbattrumkd@shop-pro.jp,pWS6rXm1o,-47.00222,-23.39694
pmaskallke,sgaultke@comsenz.com,5AtqX33y,38.93333,-4.93333
sfieldingkf,hgherardinikf@163.com,hadfb9oj5gw,37.54459,54.11896
degarkg,maddesskg@zdnet.com,U4l1BPfa,-54.76667,-32.83333
psicelykh,creppkh@spiegel.de,iKmis02ln,62.19967,34.34817
jhiggonetki,kpawlettki@huffingtonpost.com,ILCmDTaV9n,45.05028,43.23861
tmetzelkj,sorrellkj@hud.gov,DiAxBPJwiByT,102.66414,35.20006
flightbodykk,zsteelykk@godaddy.com,W2JbzgGyg,22.05334,50.58286
ddomleokl,ikirlinkl@icq.com,Rucc7Gb9P,-85.0707,41.0938
camieskm,rkringekm@tiny.cc,wscGSyQeUdfA,3.8772,43.6109
rgillettkn,creiachkn@icq.com,CbNsPYn,9.8217,4.8428
bwetherheadko,ebrameko@oracle.com,gCkEB9Dd6Iq,101.6673,3.1466
wsantarellikp,ahearnekp@plala.or.jp,BeR2FI0V0PD,107.53333,47.25
mkapelhoffkq,adenidgekq@dyndns.org,cCDBli63h,-47.22,-22.85833
ugarlettekr,kcarayolkr@ca.gov,IvyYudeCiY7Z,29.13779,-3.39534
amoxsomks,ckeppelks@forbes.com,loa19VzLN5Qe,177.33393,-6.10819
itunkinkt,btrasskt@myspace.com,6VI93qxJQM,7.1694,51.259
slarosaku,mkeigherku@oakley.com,c2SdGe2V1u,37.68357,33.77974
ecamlinkv,apeirsonkv@biglobe.ne.jp,d0x9fWlOWb,-4.96878,34.53477
lstallybrasskw,nfleethamkw@patch.com,amwDjG,17.99337,51.71038
dseagekx,ppittwaykx@unblog.fr,HZEhbJvt,39.67868,59.29166
adukelowky,bbaccupky@noaa.gov,xsvY8lJHhlx,-1.7137,4.934
bdixseekz,ecombekz@people.com.cn,DHVqZfe,117.43399,25.81405
npiml0,iburrassl0@goodreads.com,Gj4lqogxKJ3u,119.83108,25.57591
waugarl1,bscogganl1@psu.edu,DOfpLlnEshxN,15.58944,45.11083
lhamml2,dfogartyl2@blog.com,DrecV7bwt8R,34.28333,10.55
wlibril3,fbraunlel3@gravatar.com,HczSVN,23.85608,38.14657
jmarlenl4,mvocel4@dell.com,VgE5G19JHP,120.95959,15.54602
gmaccleayl5,bfoskenl5@nymag.com,zLs85szM,-52.78889,-29.66917
lglozmanl6,etendahll6@cdbaby.com,qyK44F,20.9354,47.9804
lifilll7,ehalfhidel7@hp.com,PbThTkOUY,-75.16667,-12.23333
eballhaml8,gclemesl8@msn.com,1Leua1P1ArK,49.4116,33.9276
fcrewl9,driteleyl9@globo.com,NQElhvCYy,118.37469,26.36832
acrakerla,bdreverla@hibu.com,SJPTVZ0C,121.8142,45.49543
mbrunonlb,syushankinlb@topsy.com,5c6YuWXEldh,6.0731,7.82873
hkilbridelc,nhaglintonlc@hhs.gov,pVzPN4aUt2,107.6669,-7.4963
shalltld,fveldeld@simplemachines.org,DlTVXO,124.89278,10.97556
aknevettle,astjohnle@youtube.com,mkEbjCXCGR5,-62.61667,17.13333
pkinglesydlf,zstammirslf@examiner.com,6HNzRbZ,-38.29917,-12.53028
sartinstalllg,bpurdonlg@home.pl,hwr1BtJRH,123.7784,8.0269
agourlielh,agebhardlh@nationalgeographic.com,WgB1Pqt4aK,112.07017,29.19363
gablottli,mpetrilloli@liveinternet.ru,6bS5jLeS,102.45004,26.12829
btremontanalj,dpittendreighlj@simplemachines.org,Y3BDvXpTx,113.44218,31.94702
jrousbylk,bgroucocklk@yelp.com,xovbjMkJDGTe,58.7934,51.7445
fringll,azuckerll@nih.gov,tv7kQEfyRmfs,-79.6183,-2.67364
ncashleylm,fcaisleylm@skyrock.com,sFTbyxm,113.6036,-8.3729
dbenthallln,acampoln@com.com,SFurmU,127.93293,45.2696
akopmanlo,ytewnionlo@google.com,tMj0xn0S,130.525,46.2207
nshemmanslp,dtydemanlp@pen.io,lenmRz4qP,116.59921,24.85325
dvasilevichlq,rfostonlq@skyrock.com,zd1e48pxZZQ,121.4142,1.1175
dlefebrelr,aangeaulr@apache.org,7BIBU6nyaQ,-68.43348,9.69871
hlaflinls,bmantrippls@aboutads.info,m6Y1qO7w,81.63389,28.60194
kcasalelt,mstilemanlt@unblog.fr,tdyWMTsAo,41.9444,44.6333
vstitsonlu,mhawklu@deviantart.com,p3Gza5nAYNj,120.4146,-8.7229
jfleckneylv,laprillv@columbia.edu,qLvP3fuBG,1.35,44.0167
hpurseglovelw,catleelw@cnn.com,dmIgiNlyVmI,25.46674,-10.71484
rbhatialx,garnkelx@miibeian.gov.cn,IPzsLbDsQ0e,109.65838,28.91102
mwintertonly,sanstyly@senate.gov,YFruoVqb5,119.76056,27.91222
arozenzweiglz,lsharkeylz@newsvine.com,sF7dDFL,124.3252,10.6695
tclemittm0,ebruunm0@hostgator.com,JP7Hdf1VNq,114.7894,28.15283
chabinm1,hfruserm1@ebay.com,zIQQMPOz1h,100.59082,2.06823
glukesm2,rdurrantm2@who.int,usBeN2y6a5hz,111.4071,-6.9746
jbertinm3,fwhitechurchm3@jigsy.com,mWI8wk,18.40417,45.25528
abewm4,jtabbm4@weebly.com,BnqqdIsUi,-60.7653,-31.66274
anormanm5,dstrelitzkim5@histats.com,Sjp2d5hjy,119.54722,26.76528
jbuntingm6,hcalderam6@sina.com.cn,C1zZLn,-12.4,11.08333
bpierceym7,eskaidm7@state.gov,jnJVll8Ks5n,111.7299,-8.1174
tjuettm8,egatissm8@reference.com,HGKgq1,35.64806,34.12111
astuchberrym9,hlambertciorwynm9@nba.com,NJFoMUy,-87.5,14.68333
ywhissellma,hbluema@netvibes.com,U3krJxrpu,25.55514,56.34751
mcellonemb,uvescovinimb@freewebs.com,JNdSWMHY,94.92093,31.00711
mnapoleonemc,rwilleymc@who.int,jp4jetImZqE,58.69472,22.571
bmindenhallmd,jleivesleymd@prnewswire.com,BU5FsVG,2.45,48.6333
bcaveeme,gprattyme@twitter.com,DWoQbx6Qs,114.86045,27.05966
pgardinermf,gfechniemf@about.me,1OAKq0kQS,17.67434,51.57419
cnormandalemg,rselbymg@cargocollective.com,6pgWiDvSuI,20.86081,49.89154
rmarkusmh,cofeenymh@fda.gov,6xbcvb4cjA,112.63594,-8.17529
ifrearsonmi,aseerymi@livejournal.com,GYXC3F,46.6176,4.68501
dmatejkamj,plockyermj@archive.org,vyi0aU1cL,-70.1122,8.76868
knoirelmk,sbaurerichmk@drupal.org,VgGgpC45s,91.979,22.29543
avitteml,hambrosioml@twitpic.com,RXgeuXX,61.26363,55.31012
rluckmm,jmcaleesmm@cnbc.com,LzMbuPOnG55h,123.7448,-10.0148
gpaudinmn,lscattergoodmn@mac.com,oRDBXs,113.83743,33.33713
tdittsonmo,fpentonymo@drupal.org,q6WAUtP8,-70.92734,-33.66386
lgirardezmp,sinstonmp@cargocollective.com,hfQ4hjsTzS1,-39.05667,-3.46444
stearnymq,rlantemq@artisteer.com,2I0xYmHdIj,-41.87528,-17.46806
cgoodluckmr,epellattmr@imgur.com,pwrQ3acf,102.73097,16.05997
atimothyms,melderbrantms@flickr.com,3g8wfg6c,111.8093,-8.1777
hmaiormt,jjackmanmt@bluehost.com,wvBWap8g,114.908,-2.4464
cbostonmu,cclemontsmu@yale.edu,whdCSh,58.78139,55.17111
sbaggallaymv,sbethomv@csmonitor.com,BGL2Lf,-47.59556,-21.21139
mgreensmithmw,msimenonmw@economist.com,YB294CH8bGf,97.6157,16.52834
mlepiscopimx,tsetchfieldmx@time.com,vBpRt1qI,-86.58333,14.83333
ldowbigginmy,hglasonmy@amazon.com,QWa7bbcc,113.4945,-7.0496
kcasebornemz,cextencemz@behance.net,Ng2MaDLtifB,113.68135,33.84529
mbrackenn0,mburgen0@mashable.com,zrA8iV2Cu1X,-8.3167,42.1
hhulburdn1,rduddenn1@stanford.edu,kM6YvskxY0,-77.03171,18.13683
ospantonn2,cneisingn2@homestead.com,hTJXxeYnn,115.72167,23.88916
dbaggern3,lharmourn3@hc360.com,z39xSt16G1,7.81191,5.61455
cbuckoken4,scogginn4@chron.com,jZznPQup,108.0971,-7.3471
ccotheyn5,dfranen5@nhs.uk,SPI7PET7Fy,120.6447,15.12279
asebringn6,dfaudrien6@telegraph.co.uk,6v3lLB,105.09387,19.55206
kmartynn7,bcristoforin7@github.io,9TDa9j,120.51667,16.45
lcrowsonn8,mmerigeaun8@instagram.com,IzsxKn,4.8833,45.7667
lquixleyn9,jwingeattn9@wordpress.org,JbbWsWv,-116.4858,55.4334
kraynardna,lelverstonna@seesaa.net,PtSSRZ,-7.9,39.9583
npoundfordnb,oridenb@webmd.com,yHDuUDKf,111.8731,-8.0347
rbarefootnc,gkhilkovnc@google.ru,4zPE4D,-47.91389,-22.54861
ablewnd,mdunstonnd@senate.gov,dwPuYKemuN,114.34219,38.82219
pantonescune,rhenkerne@cnet.com,zbzacCL,111.277,-6.7637
reathornenf,pmacaskienf@acquirethisname.com,ZEbIzPn,110.21695,28.21971
ecowtherdng,vadeyng@artisteer.com,SiN7IDWkAs,102.22142,12.45467
agaskarthnh,okarolewskinh@google.co.jp,DQrOYj,115.95651,39.7423
gduvalni,cmateescuni@cbc.ca,nFdOXc2Y8pj,36.56449,35.61376
llyalnj,gmazzeonj@cbsnews.com,1JJg6RL4F1w,112.1515,-2.5094
gjosephovnk,mbeddonnk@addtoany.com,dv7lxMrIubav,16.50164,50.58008
mdrewesnl,cgartannl@paginegialle.it,QXuxFNLfxB,-35.31944,-7.06
jkumarnm,abadennm@t.co,nCgnqfdTbD,112.9593,-6.8976
hroumiernn,dmanleynn@tinyurl.com,MrzpN3TZaX,35.12682,31.87022
vflewinno,adummiganno@reuters.com,jIkCNAR,-8.3303,41.6022
hclorleynp,jsichanp@e-recht24.de,ysByGkG1I84,175.49634,-36.7611
josheanq,emcguirknq@sourceforge.net,6O0Ejvtpd2Y,-101.7992,25.6638
dfinnnr,taronovitznr@gravatar.com,hnsRDy8WvuGL,-82.8,8.48333
pskirrowns,wliverseegens@myspace.com,dmBs7z,5.96,14.073
gwadsworthnt,proddnt@cnbc.com,Ulggo7BEP3W,37.92083,55.97111
hhischkenu,emashalnu@foxnews.com,VEeYCCAs,113.67222,30.89843
maingenv,hhollyernv@ameblo.jp,opzTAESoE,112.045,29.01528
ehecklenw,edelongnw@purevolume.com,3GPqYQXkRiKF,114.44184,29.04739
twoloschinskinx,bmartlandnx@nasa.gov,dUSJTeQEvIz,14.8091,56.8777
aheavenny,jhowsdenny@ftc.gov,YwGkAwY,17.7,59.9667
dkybbyenz,dvansalzbergernz@blogtalkradio.com,uZu0hRiL6B,104.38905,28.26633
dparnello0,sfleuryo0@diigo.com,051ehTn0USo,94.81784,20.89921
cshinno1,sstoneso1@usda.gov,BIphfUz,109.31415,34.15754
ayeandelo2,rgisburno2@purevolume.com,7kdwT6tPV,-83.1508,42.2399
sbishello3,lbosherso3@etsy.com,Zst8kp,112.8118,33.66248
tclemintonio4,vwinspurro4@1688.com,e9MVAK3,81.68202,7.29754
bgebhardo5,edregero5@chronoengine.com,K2TDG9GhsoJ4,-75.95722,4.95167
abarabischo6,dlackingtono6@moonfruit.com,BY4Ccp4T,102.31056,53.67028
lploweso7,cmcmychemo7@reverbnation.com,i62U4V0bB,111.7141,-6.97
cbrookeso8,btoftso8@boston.com,UDIXy6UW1K,41.0267,45.117
jshutleo9,kralestoneo9@google.co.uk,Q016ovByv,-50.24639,-20.28389
cstollwerckoa,clapadulaoa@loc.gov,YIUS1rU4IbiV,15.48486,49.75603
emoaksonob,soshirineob@prnewswire.com,j9fdXJXesR,-104.0917,19.3622
mcatteralloc,lneljesoc@twitter.com,d1lfzYHoq2y,-61.36298,10.65298
mackrillod,fboeterod@bigcartel.com,9KYpGT4Ihx4V,105.9491,-6.374
jflasbyoe,abrazeltonoe@omniture.com,1KWrmh9i,-93.4719,45.0159
vcandyof,pclitsomeof@123-reg.co.uk,dzvQ55,-72.72167,19.93264
dmariotteog,bhegertyog@weibo.com,9gNnZVzv,123.5226,-8.4985
iuttermareoh,lsecretanoh@1und1.de,uqUs96uT,96.6457,45.3466
aducarneoi,hafonsooi@usnews.com,NDkwXPyCVgn,-72.51582,45.35008
fdumbelloj,arobboj@ft.com,rXTCFM7fhd,118.49715,29.14624
washmoleok,epilchok@merriam-webster.com,bgi3jyJ5z,113.07029,41.28776
gosborneol,blymbourneol@desdev.cn,kwgPZOFaAH,7.9303,58.1573
mlaurieom,ikeffordom@miibeian.gov.cn,OJxrhycOBBW,-74.47226,5.00886
dcalcotton,rnaccion@house.gov,KnPcE9RXK,18.00762,53.1235
wkillneroo,econnoroo@addtoany.com,cd15BVaq,24.8,-13.68333
fdominicacciop,xbenchop@ovh.net,RxFztsF7wUX,111.0032,-6.4367
myurchenkooq,akinghorneoq@godaddy.com,OWXBcj,91.6586,29.1471
ccaneyor,hlongmaidor@reuters.com,oKst1R,15.06734,49.18989
ktollidayos,wlilleymanos@geocities.jp,FePERMt,21.30597,54.36013
charbinsonot,ddjorevicot@imageshack.us,GfD3oQSHKB,119.4901,30.2006
fdegregarioou,ldearthou@house.gov,eqY0vkyYQi,-6.2947,36.5298
pblowfeldeov,nwabersichov@google.com,rekcSWy3CUfF,14.50194,35.9125
rquoitow,rferribyow@e-recht24.de,oMryhBvbW,66.62194,25.80722
grabbox,oelcombeox@netvibes.com,1jTXfX1dm9,-0.8773,41.6561
sstearoy,kgreseroy@networksolutions.com,e68kaXBAq9CM,42.5125,45.12306
smaccaffertyoz,jgerriessenoz@eepurl.com,pJ2fRiyr,109.71211,30.85238
ihyltonp0,rstitchp0@dmoz.org,KMIjdU,115.93068,39.81521
ahounshamp1,rnoddlep1@imgur.com,r50fNtXwP,30.36,53.9854
ocowthartp2,cpawfootp2@accuweather.com,o5Y0bpx,120.2378,15.8884
amcwilliamsp3,tkeedyp3@time.com,ztWJrj,16.5416,68.7983
mcamberp4,ecorkettp4@edublogs.org,vI7uhQr,111.8076,-8.1196
grollp5,fvasilyonokp5@howstuffworks.com,ZfevliDH,19.56579,50.15573
iglennp6,awarwickp6@irs.gov,ItdI6nbFO,10.6364,59.9176
rcorkelp7,llettleyp7@vimeo.com,S6DpgBZYWhl,73.68545,32.06786
dduerdinp8,lclapisonp8@mapquest.com,D7uEPKx,-65.71252,66.14511
mchisholmep9,mcardop9@gov.uk,zFFCHUsoF,15.74306,50.93507
pmcgivenapa,dwonfarpa@examiner.com,dVPydn09,103.71667,27.31667
rworhampb,alowethpb@histats.com,qYwwww5,-72.06371,8.26588
dlampkinpc,rclemespc@skyrock.com,AlV9Pqz,44.58952,39.9996
vgniewoszpd,sfancottpd@shop-pro.jp,GmJ6K7HYAu2,80.53528,5.94851
rthorsenpe,jhathawaype@odnoklassniki.ru,sFPrfg,108.2332,-7.4839
dkliemchenpf,lbagshawepf@ovh.net,VblNI5XK,-72.13611,-14.30778
ssherbornpg,bdillicatepg@nasa.gov,InXMP0e,106.90932,33.0043
lropkesph,bgrandhamph@earthlink.net,VrB1q9,105.83359,28.81161
epeasegoodpi,tpockettpi@ustream.tv,sJK8Z0,15.72927,12.996
gmeadwaypj,avideneevpj@china.com.cn,SWMHgZ16nOy,19.89564,39.61594
jhuntallpk,mwolfendenpk@jimdo.com,xgOpl169p,-51.34778,-29.225
gattenbroughpl,asevierpl@goo.gl,CvHO5zC3z1X0,17.65816,44.17133
sfransonipm,dcalderheadpm@umich.edu,ZzWVynig,72.9392,44.28461
bmacgorriepn,bmelpusspn@pbs.org,iqvrbJI,121.7557,-10.6012
awattinhampo,pcoathampo@stanford.edu,iiMcOBWxwW,-9.3143,39.3213
gpadypp,oguidettipp@auda.org.au,IJxv6JPC,117.84863,28.39142
praatzpq,bscainpq@diigo.com,xpMvGSk40H,-8.2667,40.9
tducarelpr,fthumimpr@examiner.com,qRetRKTV,111.76877,29.74993
bgoshawkeps,gbriddockps@reverbnation.com,hdBeE06,25.35233,65.17654
pleanpt,eladloept@arizona.edu,2qIiL03MkIz,-72.95647,4.09912
thammonpu,wbriiginshawpu@boston.com,4D0qP6Z1a,122.8962,-8.2722
gmayhewpv,ldresserpv@blogspot.com,2NR3SecL,34.62769,47.63543
adahlbackpw,barchibaldpw@google.it,ex6ZVoRORWk,120.68571,15.17042
rbreesepx,rrowlsonpx@ovh.net,IU84QTALX,99.40676,39.15821
vvedyasovpy,hgodsilpy@wikia.com,Qx72OtVh,113.55373,-7.15624
jwisniowskipz,kclarricoatespz@purevolume.com,GlRq2UZ,-104.767,38.9497
karthyq0,jcolwellq0@zdnet.com,1Cmp8IEf,108.645,-7.3314
hstallworthq1,bguyonnetq1@constantcontact.com,dqvCHgj,-48.00222,-24.6925
lcordetq2,dsturgesq2@chronoengine.com,ni3voOllE,-86.34417,12.15889
bcoldwellq3,dcradickq3@accuweather.com,8B2F51GQaP,20.78579,53.15773
fcornilliq4,jsimonnetq4@flavors.me,rvDiTa2rDJw,102.76608,35.98136
pcashmanq5,kbuddenq5@mashable.com,v7NYMr,120.90021,15.06247
hickoviczq6,phandlingq6@cargocollective.com,cxNCFw,111.6234,-7.1814
ledgcumbeq7,scawstonq7@technorati.com,k2aFdclM5,17.9167,59.35
apedrolloq8,kbadgersq8@goo.ne.jp,ABllipQND,15.42054,53.16905
liannelloq9,kmcgooganq9@answers.com,9xZW5tqC,-3.1777,57.4458
slaurischqa,bbrasqa@examiner.com,FrWhG7A,41.94224,34.46934
efirmingerqb,mlowreyqb@latimes.com,fm9XfgS,113.5076,-8.2987
mruddqc,wsperringqc@whitehouse.gov,AO0aeaX,20.51222,43.13667
pwhitecrossqd,ghadawayqd@princeton.edu,9JLh1FhUZ8H,-6.11139,53.00833
sseczykqe,oosharryqe@nbcnews.com,LX0v7N5gc4,119.54836,25.95029
sspontonqf,pacuttqf@themeforest.net,KIeTgmDeIN,-8.5833,41.9167
adubockqg,rwallbuttonqg@engadget.com,aVQwVTOZp,-66.1136,18.3094
aferriesqh,rsimionatoqh@goo.gl,aokSjH1MYgK,-78,-8.3
ekeemsqi,espurdensqi@blogs.com,3279pzHDaTZ,18.35609,52.86923
kwhallqj,mhercockqj@fema.gov,IkF1Uag,131.94578,43.80291
lfreezerqk,awincomqk@earthlink.net,oBf1kAgf,110.81516,29.04439
bbethellql,nfennellyql@oakley.com,clM4o2Uz,13.5036,59.3793
gtowlerqm,cbernhartqm@multiply.com,Hw3flvNA8os,103.58361,15.65558
lredferneqn,jossultonqn@icq.com,kKMaWCf0eVX5,4.0833,48.3
fgidleyqo,bandresenqo@comsenz.com,OiamWE7whtWE,-43.77361,-21.22583
wryleyqp,sflookqp@economist.com,ELlKwU1zKF8,114.83789,28.20697
khebblewhiteqq,cglackinqq@twitter.com,FDBOOhOhxT,47.8498,46.6927
rtibolsqr,mpurdomqr@who.int,9BMnIGpu7Z7G,115.1774,23.64709
pwagerqs,rbaytropqs@cdc.gov,Je5kbj,72.7,30.53333
gvanyashkinqt,groustqt@opensource.org,j28CGPHvuk,114.35831,38.53068
lfredyqu,nrohanqu@quantcast.com,Q5Nlb7,48.34204,37.68585
scamelliniqv,cboichqv@over-blog.com,X8vFsAVma9,102.66414,35.20006
swilbrahamqw,mjacobszqw@hud.gov,zZpmFf7,121.24465,31.38574
gbuswellqx,ttrematickqx@tmall.com,P1eFbqa6Ac,110.36041,30.23951
gkennifeckqy,wwittierqy@bing.com,aTFUYU,40.12528,45.85472
ojenkinsqz,apuntonqz@cargocollective.com,vHbLxRopso,113.65198,23.88601
sgerrelsr0,aschollingr0@apple.com,8dzVosB,-91.71667,15.08333
hhyndleyr1,bfiggerr1@feedburner.com,EL3Myo,120.60461,15.79189
jdoumicr2,ayakoboviczr2@themeforest.net,wqAWyIdk,16.84925,52.2857
bchrishopr3,adenerleyr3@stanford.edu,EHpOefDWvRFy,-15.2,13.58333
cpfeiferr4,pmccluinr4@addtoany.com,VaKhrWrcNMv,10.2166,59.1312
bagottr5,ksaichr5@rakuten.co.jp,yQ7VO5kFmGwt,22.17367,53.92198
sundrillr6,emoyersr6@ifeng.com,Qe0JIXyf34p8,134.71667,34.78333
kholburyr7,tkelcherr7@apache.org,ctE7dwnEqQ,22.58611,43.15306
kthomblesonr8,sjarmainr8@wikipedia.org,wDpFvMKTB4P,10.58378,-1.21544
pbodmanr9,kcoulingr9@etsy.com,DXboJzHI,25.18684,35.28262
jbraddonra,hremnantra@disqus.com,zgKH8ios6I,4.8264,52.4385
cmakeyrb,eroadknightrb@4shared.com,ECYkUA,-65.49832,-27.16742
fsickamorerc,jkillockrc@google.nl,yDfUagCL,-57.08991,-29.71311
mskyrmrd,tgallearrd@columbia.edu,skGmDMqwH,108.8217,-7.486
mashcroftre,scoryre@multiply.com,zcKPrispdjE,-39.29861,-6.35944
aadriaanrf,dnewsteadrf@dyndns.org,vulzd5G4p,111.8522,-6.9943
cbumphriesrg,cbaylessrg@rambler.ru,Tn2PR7Ud,124.4021,10.6686
bbrackrh,sdamerellrh@huffingtonpost.com,56vsw0O89k1O,103.63849,28.24425
liglesiasri,icathesyedri@ftc.gov,ZKUi9n,35.72722,32.03917
mnatwickrj,lbembrickrj@flickr.com,xTxSbja,119.5334,-3.6634
kghilksrk,sscynerrk@wikispaces.com,FqUfQbf5W,100.24028,38.18056
mquickendenrl,groycerl@fema.gov,2uRbM6c,14.1081,59.3098
echicottirm,fdormonrm@yahoo.com,BDuH6pNjF5ZA,61.83031,37.59378
elaurentinrn,aadgerrn@friendfeed.com,rWNic5A3c,110.07545,19.25011
fwardsro,hsacksro@answers.com,q9x5JmgmC,42.10194,47.64611
kbleesrp,emelladewrp@bloglovin.com,9hL2yCTv7,22.1546,65.5842
gpoznanrq,jrapierrq@bbb.org,kN57mh3qTKM4,120.37098,32.2503
pcassierr,pvansaltsbergrr@hp.com,Op7RnkXrqTt,36.15787,33.8104
